scenario,temporal_mode,spatial_mode,scale,dod,replica,customers,dynamic_customers,min_reachability_slack,path
UV,uniform,time_varying,20,0.8,6,20,16,22,data/UV/n20/dod80/replica6.json
UV,uniform,time_varying,20,0.8,7,20,16,32,data/UV/n20/dod80/replica7.json
UV,uniform,time_varying,20,0.8,8,20,16,39,data/UV/n20/dod80/replica8.json
UV,uniform,time_varying,20,0.8,9,20,16,25,data/UV/n20/dod80/replica9.json
UV,uniform,time_varying,20,0.9,0,20,18,29,data/UV/n20/dod90/replica0.json
UV,uniform,time_varying,20,0.9,1,20,18,28,data/UV/n20/dod90/replica1.json
UV,uniform,time_varying,20,0.9,2,20,18,11,data/UV/n20/dod90/replica2.json
UV,uniform,time_varying,20,0.9,3,20,18,4,data/UV/n20/dod90/replica3.json
UV,uniform,time_varying,20,0.9,4,20,18,57,data/UV/n20/dod90/replica4.json
UV,uniform,time_varying,20,0.9,5,20,18,29,data/UV/n20/dod90/replica5.json
UV,uniform,time_varying,20,0.9,6,20,18,31,data/UV/n20/dod90/replica6.json
UV,uniform,time_varying,20,0.9,7,20,18,39,data/UV/n20/dod90/replica7.json
UV,uniform,time_varying,20,0.9,8,20,18,50,data/UV/n20/dod90/replica8.json
UV,uniform,time_varying,20,0.9,9,20,18,44,data/UV/n20/dod90/replica9.json
UV,uniform,time_varying,20,0.95,0,20,19,48,data/UV/n20/dod95/replica0.json
UV,uniform,time_varying,20,0.95,1,20,19,51,data/UV/n20/dod95/replica1.json
UV,uniform,time_varying,20,0.95,2,20,19,49,data/UV/n20/dod95/replica2.json
UV,uniform,time_varying,20,0.95,3,20,19,28,data/UV/n20/dod95/replica3.json
UV,uniform,time_varying,20,0.95,4,20,19,12,data/UV/n20/dod95/replica4.json
UV,uniform,time_varying,20,0.95,5,20,19,47,data/UV/n20/dod95/replica5.json
UV,uniform,time_varying,20,0.95,6,20,19,25,data/UV/n20/dod95/replica6.json
UV,uniform,time_varying,20,0.95,7,20,19,21,data/UV/n20/dod95/replica7.json
UV,uniform,time_varying,20,0.95,8,20,19,73,data/UV/n20/dod95/replica8.json
UV,uniform,time_varying,20,0.95,9,20,19,34,data/UV/n20/dod95/replica9.json
UV,uniform,time_varying,50,0.0,0,50,0,80,data/UV/n50/dod0/replica0.json
UV,uniform,time_varying,50,0.0,1,50,0,178,data/UV/n50/dod0/replica1.json
UV,uniform,time_varying,50,0.0,2,50,0,111,data/UV/n50/dod0/replica2.json
UV,uniform,time_varying,50,0.0,3,50,0,118,data/UV/n50/dod0/replica3.json
UV,uniform,time_varying,50,0.0,4,50,0,92,data/UV/n50/dod0/replica4.json
UV,uniform,time_varying,50,0.0,5,50,0,123,data/UV/n50/dod0/replica5.json
UV,uniform,time_varying,50,0.0,6,50,0,82,data/UV/n50/dod0/replica6.json
UV,uniform,time_varying,50,0.0,7,50,0,102,data/UV/n50/dod0/replica7.json
UV,uniform,time_varying,50,0.0,8,50,0,108,data/UV/n50/dod0/replica8.json
UV,uniform,time_varying,50,0.0,9,50,0,97,data/UV/n50/dod0/replica9.json
UV,uniform,time_varying,50,0.2,0,50,10,72,data/UV/n50/dod20/replica0.json
UV,uniform,time_varying,50,0.2,1,50,10,60,data/UV/n50/dod20/replica1.json
UV,uniform,time_varying,50,0.2,2,50,10,51,data/UV/n50/dod20/replica2.json
UV,uniform,time_varying,50,0.2,3,50,10,52,data/UV/n50/dod20/replica3.json
UV,uniform,time_varying,50,0.2,4,50,10,56,data/UV/n50/dod20/replica4.json
UV,uniform,time_varying,50,0.2,5,50,10,13,data/UV/n50/dod20/replica5.json
UV,uniform,time_varying,50,0.2,6,50,10,31,data/UV/n50/dod20/replica6.json
UV,uniform,time_varying,50,0.2,7,50,10,39,data/UV/n50/dod20/replica7.json
UV,uniform,time_varying,50,0.2,8,50,10,49,data/UV/n50/dod20/replica8.json
UV,uniform,time_varying,50,0.2,9,50,10,30,data/UV/n50/dod20/replica9.json
UV,uniform,time_varying,50,0.5,0,50,25,36,data/UV/n50/dod50/replica0.json
UV,uniform,time_varying,50,0.5,1,50,25,29,data/UV/n50/dod50/replica1.json
UV,uniform,time_varying,50,0.5,2,50,25,46,data/UV/n50/dod50/replica2.json
UV,uniform,time_varying,50,0.5,3,50,25,16,data/UV/n50/dod50/replica3.json
UV,uniform,time_varying,50,0.5,4,50,25,35,data/UV/n50/dod50/replica4.json
UV,uniform,time_varying,50,0.5,5,50,25,5,data/UV/n50/dod50/replica5.json
UV,uniform,time_varying,50,0.5,6,50,25,17,data/UV/n50/dod50/replica6.json
UV,uniform,time_varying,50,0.5,7,50,25,47,data/UV/n50/dod50/replica7.json
UV,uniform,time_varying,50,0.5,8,50,25,23,data/UV/n50/dod50/replica8.json
UV,uniform,time_varying,50,0.5,9,50,25,40,data/UV/n50/dod50/replica9.json
UV,uniform,time_varying,50,0.8,0,50,40,26,data/UV/n50/dod80/replica0.json
UV,uniform,time_varying,50,0.8,1,50,40,18,data/UV/n50/dod80/replica1.json
UV,uniform,time_varying,50,0.8,2,50,40,1,data/UV/n50/dod80/replica2.json
UV,uniform,time_varying,50,0.8,3,50,40,43,data/UV/n50/dod80/replica3.json
UV,uniform,time_varying,50,0.8,4,50,40,24,data/UV/n50/dod80/replica4.json
UV,uniform,time_varying,50,0.8,5,50,40,8,data/UV/n50/dod80/replica5.json
UV,uniform,time_varying,50,0.8,6,50,40,7,data/UV/n50/dod80/replica6.json
UV,uniform,time_varying,50,0.8,7,50,40,62,data/UV/n50/dod80/replica7.json
UV,uniform,time_varying,50,0.8,8,50,40,26,data/UV/n50/dod80/replica8.json
UV,uniform,time_varying,50,0.8,9,50,40,49,data/UV/n50/dod80/replica9.json
UV,uniform,time_varying,50,0.9,0,50,45,14,data/UV/n50/dod90/replica0.json
UV,uniform,time_varying,50,0.9,1,50,45,7,data/UV/n50/dod90/replica1.json
UV,uniform,time_varying,50,0.9,2,50,45,22,data/UV/n50/dod90/replica2.json
UV,uniform,time_varying,50,0.9,3,50,45,43,data/UV/n50/dod90/replica3.json
UV,uniform,time_varying,50,0.9,4,50,45,30,data/UV/n50/dod90/replica4.json
UV,uniform,time_varying,50,0.9,5,50,45,47,data/UV/n50/dod90/replica5.json
UV,uniform,time_varying,50,0.9,6,50,45,17,data/UV/n50/dod90/replica6.json
UV,uniform,time_varying,50,0.9,7,50,45,1,data/UV/n50/dod90/replica7.json
UV,uniform,time_varying,50,0.9,8,50,45,6,data/UV/n50/dod90/replica8.json
UV,uniform,time_varying,50,0.9,9,50,45,46,data/UV/n50/dod90/replica9.json
UV,uniform,time_varying,50,0.95,0,50,47,12,data/UV/n50/dod95/replica0.json
UV,uniform,time_varying,50,0.95,1,50,47,1,data/UV/n50/dod95/replica1.json
UV,uniform,time_varying,50,0.95,2,50,47,43,data/UV/n50/dod95/replica2.json
UV,uniform,time_varying,50,0.95,3,50,47,51,data/UV/n50/dod95/replica3.json
UV,uniform,time_varying,50,0.95,4,50,47,9,data/UV/n50/dod95/replica4.json
UV,uniform,time_varying,50,0.95,5,50,47,7,data/UV/n50/dod95/replica5.json
UV,uniform,time_varying,50,0.95,6,50,47,18,data/UV/n50/dod95/replica6.json
UV,uniform,time_varying,50,0.95,7,50,47,50,data/UV/n50/dod95/replica7.json
UV,uniform,time_varying,50,0.95,8,50,47,33,data/UV/n50/dod95/replica8.json
UV,uniform,time_varying,50,0.95,9,50,47,22,data/UV/n50/dod95/replica9.json
UV,uniform,time_varying,100,0.0,0,100,0,85,data/UV/n100/dod0/replica0.json
UV,uniform,time_varying,100,0.0,1,100,0,41,data/UV/n100/dod0/replica1.json
UV,uniform,time_varying,100,0.0,2,100,0,132,data/UV/n100/dod0/replica2.json
UV,uniform,time_varying,100,0.0,3,100,0,73,data/UV/n100/dod0/replica3.json
UV,uniform,time_varying,100,0.0,4,100,0,55,data/UV/n100/dod0/replica4.json
UV,uniform,time_varying,100,0.0,5,100,0,34,data/UV/n100/dod0/replica5.json
UV,uniform,time_varying,100,0.0,6,100,0,112,data/UV/n100/dod0/replica6.json
UV,uniform,time_varying,100,0.0,7,100,0,93,data/UV/n100/dod0/replica7.json
UV,uniform,time_varying,100,0.0,8,100,0,149,data/UV/n100/dod0/replica8.json
UV,uniform,time_varying,100,0.0,9,100,0,112,data/UV/n100/dod0/replica9.json
UV,uniform,time_varying,100,0.2,0,100,20,43,data/UV/n100/dod20/replica0.json
UV,uniform,time_varying,100,0.2,1,100,20,3,data/UV/n100/dod20/replica1.json
UV,uniform,time_varying,100,0.2,2,100,20,44,data/UV/n100/dod20/replica2.json
UV,uniform,time_varying,100,0.2,3,100,20,43,data/UV/n100/dod20/replica3.json
UV,uniform,time_varying,100,0.2,4,100,20,30,data/UV/n100/dod20/replica4.json
UV,uniform,time_varying,100,0.2,5,100,20,31,data/UV/n100/dod20/replica5.json
UV,uniform,time_varying,100,0.2,6,100,20,23,data/UV/n100/dod20/replica6.json
UV,uniform,time_varying,100,0.2,7,100,20,37,data/UV/n100/dod20/replica7.json
UV,uniform,time_varying,100,0.2,8,100,20,49,data/UV/n100/dod20/replica8.json
UV,uniform,time_varying,100,0.2,9,100,20,49,data/UV/n100/dod20/replica9.json
UV,uniform,time_varying,100,0.5,0,100,50,6,data/UV/n100/dod50/replica0.json
UV,uniform,time_varying,100,0.5,1,100,50,34,data/UV/n100/dod50/replica1.json
UV,uniform,time_varying,100,0.5,2,100,50,30,data/UV/n100/dod50/replica2.json
UV,uniform,time_varying,100,0.5,3,100,50,45,data/UV/n100/dod50/replica3.json
UV,uniform,time_varying,100,0.5,4,100,50,26,data/UV/n100/dod50/replica4.json
UV,uniform,time_varying,100,0.5,5,100,50,31,data/UV/n100/dod50/replica5.json
UV,uniform,time_varying,100,0.5,6,100,50,39,data/UV/n100/dod50/replica6.json
UV,uniform,time_varying,100,0.5,7,100,50,38,data/UV/n100/dod50/replica7.json
UV,uniform,time_varying,100,0.5,8,100,50,2,data/UV/n100/dod50/replica8.json
UV,uniform,time_varying,100,0.5,9,100,50,27,data/UV/n100/dod50/replica9.json
UV,uniform,time_varying,100,0.8,0,100,80,28,data/UV/n100/dod80/replica0.json
UV,uniform,time_varying,100,0.8,1,100,80,34,data/UV/n100/dod80/replica1.json
UV,uniform,time_varying,100,0.8,2,100,80,12,data/UV/n100/dod80/replica2.json
UV,uniform,time_varying,100,0.8,3,100,80,30,data/UV/n100/dod80/replica3.json
UV,uniform,time_varying,100,0.8,4,100,80,20,data/UV/n100/dod80/replica4.json
UV,uniform,time_varying,100,0.8,5,100,80,21,data/UV/n100/dod80/replica5.json
UV,uniform,time_varying,100,0.8,6,100,80,30,data/UV/n100/dod80/replica6.json
UV,uniform,time_varying,100,0.8,7,100,80,17,data/UV/n100/dod80/replica7.json
UV,uniform,time_varying,100,0.8,8,100,80,43,data/UV/n100/dod80/replica8.json
UV,uniform,time_varying,100,0.8,9,100,80,25,data/UV/n100/dod80/replica9.json
UV,uniform,time_varying,100,0.9,0,100,90,0,data/UV/n100/dod90/replica0.json
UV,uniform,time_varying,100,0.9,1,100,90,8,data/UV/n100/dod90/replica1.json
UV,uniform,time_varying,100,0.9,2,100,90,27,data/UV/n100/dod90/replica2.json
UV,uniform,time_varying,100,0.9,3,100,90,18,data/UV/n100/dod90/replica3.json
UV,uniform,time_varying,100,0.9,4,100,90,24,data/UV/n100/dod90/replica4.json
UV,uniform,time_varying,100,0.9,5,100,90,4,data/UV/n100/dod90/replica5.json
UV,uniform,time_varying,100,0.9,6,100,90,15,data/UV/n100/dod90/replica6.json
UV,uniform,time_varying,100,0.9,7,100,90,29,data/UV/n100/dod90/replica7.json
UV,uniform,time_varying,100,0.9,8,100,90,2,data/UV/n100/dod90/replica8.json
UV,uniform,time_varying,100,0.9,9,100,90,16,data/UV/n100/dod90/replica9.json
UV,uniform,time_varying,100,0.95,0,100,95,20,data/UV/n100/dod95/replica0.json
UV,uniform,time_varying,100,0.95,1,100,95,20,data/UV/n100/dod95/replica1.json
UV,uniform,time_varying,100,0.95,2,100,95,22,data/UV/n100/dod95/replica2.json
UV,uniform,time_varying,100,0.95,3,100,95,18,data/UV/n100/dod95/replica3.json
UV,uniform,time_varying,100,0.95,4,100,95,32,data/UV/n100/dod95/replica4.json
UV,uniform,time_varying,100,0.95,5,100,95,1,data/UV/n100/dod95/replica5.json
UV,uniform,time_varying,100,0.95,6,100,95,14,data/UV/n100/dod95/replica6.json
UV,uniform,time_varying,100,0.95,7,100,95,33,data/UV/n100/dod95/replica7.json
UV,uniform,time_varying,100,0.95,8,100,95,34,data/UV/n100/dod95/replica8.json
UV,uniform,time_varying,100,0.95,9,100,95,6,data/UV/n100/dod95/replica9.json
UV,uniform,time_varying,200,0.0,0,200,0,37,data/UV/n200/dod0/replica0.json
UV,uniform,time_varying,200,0.0,1,200,0,91,data/UV/n200/dod0/replica1.json
UV,uniform,time_varying,200,0.0,2,200,0,34,data/UV/n200/dod0/replica2.json
UV,uniform,time_varying,200,0.0,3,200,0,62,data/UV/n200/dod0/replica3.json
UV,uniform,time_varying,200,0.0,4,200,0,30,data/UV/n200/dod0/replica4.json
UV,uniform,time_varying,200,0.0,5,200,0,63,data/UV/n200/dod0/replica5.json
UV,uniform,time_varying,200,0.0,6,200,0,12,data/UV/n200/dod0/replica6.json
UV,uniform,time_varying,200,0.0,7,200,0,47,data/UV/n200/dod0/replica7.json
UV,uniform,time_varying,200,0.0,8,200,0,62,data/UV/n200/dod0/replica8.json
UV,uniform,time_varying,200,0.0,9,200,0,60,data/UV/n200/dod0/replica9.json
UV,uniform,time_varying,200,0.2,0,200,40,13,data/UV/n200/dod20/replica0.json
UV,uniform,time_varying,200,0.2,1,200,40,21,data/UV/n200/dod20/replica1.json
UV,uniform,time_varying,200,0.2,2,200,40,0,data/UV/n200/dod20/replica2.json
UV,uniform,time_varying,200,0.2,3,200,40,14,data/UV/n200/dod20/replica3.json
UV,uniform,time_varying,200,0.2,4,200,40,8,data/UV/n200/dod20/replica4.json
UV,uniform,time_varying,200,0.2,5,200,40,19,data/UV/n200/dod20/replica5.json
UV,uniform,time_varying,200,0.2,6,200,40,20,data/UV/n200/dod20/replica6.json
UV,uniform,time_varying,200,0.2,7,200,40,4,data/UV/n200/dod20/replica7.json
UV,uniform,time_varying,200,0.2,8,200,40,18,data/UV/n200/dod20/replica8.json
UV,uniform,time_varying,200,0.2,9,200,40,16,data/UV/n200/dod20/replica9.json
UV,uniform,time_varying,200,0.5,0,200,100,7,data/UV/n200/dod50/replica0.json
UV,uniform,time_varying,200,0.5,1,200,100,19,data/UV/n200/dod50/replica1.json
UV,uniform,time_varying,200,0.5,2,200,100,6,data/UV/n200/dod50/replica2.json
UV,uniform,time_varying,200,0.5,3,200,100,10,data/UV/n200/dod50/replica3.json
UV,uniform,time_varying,200,0.5,4,200,100,2,data/UV/n200/dod50/replica4.json
UV,uniform,time_varying,200,0.5,5,200,100,3,data/UV/n200/dod50/replica5.json
UV,uniform,time_varying,200,0.5,6,200,100,15,data/UV/n200/dod50/replica6.json
UV,uniform,time_varying,200,0.5,7,200,100,0,data/UV/n200/dod50/replica7.json
UV,uniform,time_varying,200,0.5,8,200,100,11,data/UV/n200/dod50/replica8.json
UV,uniform,time_varying,200,0.5,9,200,100,21,data/UV/n200/dod50/replica9.json
UV,uniform,time_varying,200,0.8,0,200,160,9,data/UV/n200/dod80/replica0.json
UV,uniform,time_varying,200,0.8,1,200,160,6,data/UV/n200/dod80/replica1.json
UV,uniform,time_varying,200,0.8,2,200,160,7,data/UV/n200/dod80/replica2.json
UV,uniform,time_varying,200,0.8,3,200,160,11,data/UV/n200/dod80/replica3.json
UV,uniform,time_varying,200,0.8,4,200,160,11,data/UV/n200/dod80/replica4.json
UV,uniform,time_varying,200,0.8,5,200,160,0,data/UV/n200/dod80/replica5.json
UV,uniform,time_varying,200,0.8,6,200,160,16,data/UV/n200/dod80/replica6.json
UV,uniform,time_varying,200,0.8,7,200,160,11,data/UV/n200/dod80/replica7.json
UV,uniform,time_varying,200,0.8,8,200,160,15,data/UV/n200/dod80/replica8.json
UV,uniform,time_varying,200,0.8,9,200,160,6,data/UV/n200/dod80/replica9.json
UV,uniform,time_varying,200,0.9,0,200,180,15,data/UV/n200/dod90/replica0.json
UV,uniform,time_varying,200,0.9,1,200,180,5,data/UV/n200/dod90/replica1.json
UV,uniform,time_varying,200,0.9,2,200,180,16,data/UV/n200/dod90/replica2.json
UV,uniform,time_varying,200,0.9,3,200,180,15,data/UV/n200/dod90/replica3.json
UV,uniform,time_varying,200,0.9,4,200,180,15,data/UV/n200/dod90/replica4.json
UV,uniform,time_varying,200,0.9,5,200,180,0,data/UV/n200/dod90/replica5.json
UV,uniform,time_varying,200,0.9,6,200,180,0,data/UV/n200/dod90/replica6.json
UV,uniform,time_varying,200,0.9,7,200,180,0,data/UV/n200/dod90/replica7.json
UV,uniform,time_varying,200,0.9,8,200,180,2,data/UV/n200/dod90/replica8.json
UV,uniform,time_varying,200,0.9,9,200,180,4,data/UV/n200/dod90/replica9.json
UV,uniform,time_varying,200,0.95,0,200,190,0,data/UV/n200/dod95/replica0.json
UV,uniform,time_varying,200,0.95,1,200,190,6,data/UV/n200/dod95/replica1.json
UV,uniform,time_varying,200,0.95,2,200,190,6,data/UV/n200/dod95/replica2.json
UV,uniform,time_varying,200,0.95,3,200,190,4,data/UV/n200/dod95/replica3.json
UV,uniform,time_varying,200,0.95,4,200,190,12,data/UV/n200/dod95/replica4.json
UV,uniform,time_varying,200,0.95,5,200,190,15,data/UV/n200/dod95/replica5.json
UV,uniform,time_varying,200,0.95,6,200,190,0,data/UV/n200/dod95/replica6.json
UV,uniform,time_varying,200,0.95,7,200,190,1,data/UV/n200/dod95/replica7.json
UV,uniform,time_varying,200,0.95,8,200,190,3,data/UV/n200/dod95/replica8.json
UV,uniform,time_varying,200,0.95,9,200,190,4,data/UV/n200/dod95/replica9.json
UV,uniform,time_varying,500,0.0,0,500,0,31,data/UV/n500/dod0/replica0.json
UV,uniform,time_varying,500,0.0,1,500,0,18,data/UV/n500/dod0/replica1.json
UV,uniform,time_varying,500,0.0,2,500,0,27,data/UV/n500/dod0/replica2.json
UV,uniform,time_varying,500,0.0,3,500,0,40,data/UV/n500/dod0/replica3.json
UV,uniform,time_varying,500,0.0,4,500,0,45,data/UV/n500/dod0/replica4.json
UV,uniform,time_varying,500,0.0,5,500,0,51,data/UV/n500/dod0/replica5.json
UV,uniform,time_varying,500,0.0,6,500,0,52,data/UV/n500/dod0/replica6.json
UV,uniform,time_varying,500,0.0,7,500,0,51,data/UV/n500/dod0/replica7.json
UV,uniform,time_varying,500,0.0,8,500,0,34,data/UV/n500/dod0/replica8.json
UV,uniform,time_varying,500,0.0,9,500,0,41,data/UV/n500/dod0/replica9.json
UV,uniform,time_varying,500,0.2,0,500,100,3,data/UV/n500/dod20/replica0.json
UV,uniform,time_varying,500,0.2,1,500,100,4,data/UV/n500/dod20/replica1.json
UV,uniform,time_varying,500,0.2,2,500,100,8,data/UV/n500/dod20/replica2.json
UV,uniform,time_varying,500,0.2,3,500,100,6,data/UV/n500/dod20/replica3.json
UV,uniform,time_varying,500,0.2,4,500,100,3,data/UV/n500/dod20/replica4.json
UV,uniform,time_varying,500,0.2,5,500,100,7,data/UV/n500/dod20/replica5.json
UV,uniform,time_varying,500,0.2,6,500,100,18,data/UV/n500/dod20/replica6.json
UV,uniform,time_varying,500,0.2,7,500,100,4,data/UV/n500/dod20/replica7.json
UV,uniform,time_varying,500,0.2,8,500,100,1,data/UV/n500/dod20/replica8.json
UV,uniform,time_varying,500,0.2,9,500,100,18,data/UV/n500/dod20/replica9.json
UV,uniform,time_varying,500,0.5,0,500,250,0,data/UV/n500/dod50/replica0.json
UV,uniform,time_varying,500,0.5,1,500,250,4,data/UV/n500/dod50/replica1.json
UV,uniform,time_varying,500,0.5,2,500,250,5,data/UV/n500/dod50/replica2.json
UV,uniform,time_varying,500,0.5,3,500,250,4,data/UV/n500/dod50/replica3.json
UV,uniform,time_varying,500,0.5,4,500,250,15,data/UV/n500/dod50/replica4.json
UV,uniform,time_varying,500,0.5,5,500,250,10,data/UV/n500/dod50/replica5.json
UV,uniform,time_varying,500,0.5,6,500,250,3,data/UV/n500/dod50/replica6.json
UV,uniform,time_varying,500,0.5,7,500,250,14,data/UV/n500/dod50/replica7.json
UV,uniform,time_varying,500,0.5,8,500,250,1,data/UV/n500/dod50/replica8.json
UV,uniform,time_varying,500,0.5,9,500,250,0,data/UV/n500/dod50/replica9.json
UV,uniform,time_varying,500,0.8,0,500,400,2,data/UV/n500/dod80/replica0.json
UV,uniform,time_varying,500,0.8,1,500,400,2,data/UV/n500/dod80/replica1.json
UV,uniform,time_varying,500,0.8,2,500,400,5,data/UV/n500/dod80/replica2.json
UV,uniform,time_varying,500,0.8,3,500,400,2,data/UV/n500/dod80/replica3.json
UV,uniform,time_varying,500,0.8,4,500,400,5,data/UV/n500/dod80/replica4.json
UV,uniform,time_varying,500,0.8,5,500,400,4,data/UV/n500/dod80/replica5.json
UV,uniform,time_varying,500,0.8,6,500,400,1,data/UV/n500/dod80/replica6.json
UV,uniform,time_varying,500,0.8,7,500,400,2,data/UV/n500/dod80/replica7.json
UV,uniform,time_varying,500,0.8,8,500,400,0,data/UV/n500/dod80/replica8.json
UV,uniform,time_varying,500,0.8,9,500,400,6,data/UV/n500/dod80/replica9.json
UV,uniform,time_varying,500,0.9,0,500,450,2,data/UV/n500/dod90/replica0.json
UV,uniform,time_varying,500,0.9,1,500,450,3,data/UV/n500/dod90/replica1.json
UV,uniform,time_varying,500,0.9,2,500,450,0,data/UV/n500/dod90/replica2.json
UV,uniform,time_varying,500,0.9,3,500,450,7,data/UV/n500/dod90/replica3.json
UV,uniform,time_varying,500,0.9,4,500,450,0,data/UV/n500/dod90/replica4.json
UV,uniform,time_varying,500,0.9,5,500,450,3,data/UV/n500/dod90/replica5.json
UV,uniform,time_varying,500,0.9,6,500,450,4,data/UV/n500/dod90/replica6.json
UV,uniform,time_varying,500,0.9,7,500,450,2,data/UV/n500/dod90/replica7.json
UV,uniform,time_varying,500,0.9,8,500,450,0,data/UV/n500/dod90/replica8.json
UV,uniform,time_varying,500,0.9,9,500,450,2,data/UV/n500/dod90/replica9.json
UV,uniform,time_varying,500,0.95,0,500,475,1,data/UV/n500/dod95/replica0.json
UV,uniform,time_varying,500,0.95,1,500,475,0,data/UV/n500/dod95/replica1.json
UV,uniform,time_varying,500,0.95,2,500,475,0,data/UV/n500/dod95/replica2.json
UV,uniform,time_varying,500,0.95,3,500,475,2,data/UV/n500/dod95/replica3.json
UV,uniform,time_varying,500,0.95,4,500,475,0,data/UV/n500/dod95/replica4.json
UV,uniform,time_varying,500,0.95,5,500,475,0,data/UV/n500/dod95/replica5.json
UV,uniform,time_varying,500,0.95,6,500,475,4,data/UV/n500/dod95/replica6.json
UV,uniform,time_varying,500,0.95,7,500,475,0,data/UV/n500/dod95/replica7.json
UV,uniform,time_varying,500,0.95,8,500,475,4,data/UV/n500/dod95/replica8.json
UV,uniform,time_varying,500,0.95,9,500,475,3,data/UV/n500/dod95/replica9.json
BS,bursty,stationary,20,0.0,0,20,0,280,data/BS/n20/dod0/replica0.json
BS,bursty,stationary,20,0.0,1,20,0,299,data/BS/n20/dod0/replica1.json
BS,bursty,stationary,20,0.0,2,20,0,262,data/BS/n20/dod0/replica2.json
BS,bursty,stationary,20,0.0,3,20,0,87,data/BS/n20/dod0/replica3.json
BS,bursty,stationary,20,0.0,4,20,0,300,data/BS/n20/dod0/replica4.json
BS,bursty,stationary,20,0.0,5,20,0,289,data/BS/n20/dod0/replica5.json
BS,bursty,stationary,20,0.0,6,20,0,268,data/BS/n20/dod0/replica6.json
BS,bursty,stationary,20,0.0,7,20,0,124,data/BS/n20/dod0/replica7.json
BS,bursty,stationary,20,0.0,8,20,0,299,data/BS/n20/dod0/replica8.json
BS,bursty,stationary,20,0.0,9,20,0,269,data/BS/n20/dod0/replica9.json
BS,bursty,stationary,20,0.2,0,20,4,88,data/BS/n20/dod20/replica0.json
BS,bursty,stationary,20,0.2,1,20,4,99,data/BS/n20/dod20/replica1.json
BS,bursty,stationary,20,0.2,2,20,4,122,data/BS/n20/dod20/replica2.json
BS,bursty,stationary,20,0.2,3,20,4,63,data/BS/n20/dod20/replica3.json
BS,bursty,stationary,20,0.2,4,20,4,71,data/BS/n20/dod20/replica4.json
BS,bursty,stationary,20,0.2,5,20,4,96,data/BS/n20/dod20/replica5.json
BS,bursty,stationary,20,0.2,6,20,4,102,data/BS/n20/dod20/replica6.json
BS,bursty,stationary,20,0.2,7,20,4,56,data/BS/n20/dod20/replica7.json
BS,bursty,stationary,20,0.2,8,20,4,78,data/BS/n20/dod20/replica8.json
BS,bursty,stationary,20,0.2,9,20,4,97,data/BS/n20/dod20/replica9.json
BS,bursty,stationary,20,0.5,0,20,10,0,data/BS/n20/dod50/replica0.json
BS,bursty,stationary,20,0.5,1,20,10,69,data/BS/n20/dod50/replica1.json
BS,bursty,stationary,20,0.5,2,20,10,37,data/BS/n20/dod50/replica2.json
BS,bursty,stationary,20,0.5,3,20,10,56,data/BS/n20/dod50/replica3.json
BS,bursty,stationary,20,0.5,4,20,10,55,data/BS/n20/dod50/replica4.json
BS,bursty,stationary,20,0.5,5,20,10,20,data/BS/n20/dod50/replica5.json
BS,bursty,stationary,20,0.5,6,20,10,47,data/BS/n20/dod50/replica6.json
BS,bursty,stationary,20,0.5,7,20,10,54,data/BS/n20/dod50/replica7.json
BS,bursty,stationary,20,0.5,8,20,10,21,data/BS/n20/dod50/replica8.json
BS,bursty,stationary,20,0.5,9,20,10,67,data/BS/n20/dod50/replica9.json
BS,bursty,stationary,20,0.8,0,20,16,43,data/BS/n20/dod80/replica0.json
BS,bursty,stationary,20,0.8,1,20,16,27,data/BS/n20/dod80/replica1.json
BS,bursty,stationary,20,0.8,2,20,16,55,data/BS/n20/dod80/replica2.json
BS,bursty,stationary,20,0.8,3,20,16,73,data/BS/n20/dod80/replica3.json
BS,bursty,stationary,20,0.8,4,20,16,25,data/BS/n20/dod80/replica4.json
BS,bursty,stationary,20,0.8,5,20,16,35,data/BS/n20/dod80/replica5.json
BS,bursty,stationary,20,0.8,6,20,16,60,data/BS/n20/dod80/replica6.json
BS,bursty,stationary,20,0.8,7,20,16,22,data/BS/n20/dod80/replica7.json
BS,bursty,stationary,20,0.8,8,20,16,60,data/BS/n20/dod80/replica8.json
BS,bursty,stationary,20,0.8,9,20,16,24,data/BS/n20/dod80/replica9.json
BS,bursty,stationary,20,0.9,0,20,18,31,data/BS/n20/dod90/replica0.json
BS,bursty,stationary,20,0.9,1,20,18,55,data/BS/n20/dod90/replica1.json
BS,bursty,stationary,20,0.9,2,20,18,13,data/BS/n20/dod90/replica2.json
BS,bursty,stationary,20,0.9,3,20,18,69,data/BS/n20/dod90/replica3.json
BS,bursty,stationary,20,0.9,4,20,18,56,data/BS/n20/dod90/replica4.json
BS,bursty,stationary,20,0.9,5,20,18,29,data/BS/n20/dod90/replica5.json
BS,bursty,stationary,20,0.9,6,20,18,27,data/BS/n20/dod90/replica6.json
BS,bursty,stationary,20,0.9,7,20,18,38,data/BS/n20/dod90/replica7.json
BS,bursty,stationary,20,0.9,8,20,18,58,data/BS/n20/dod90/replica8.json
BS,bursty,stationary,20,0.9,9,20,18,21,data/BS/n20/dod90/replica9.json
BS,bursty,stationary,20,0.95,0,20,19,29,data/BS/n20/dod95/replica0.json
BS,bursty,stationary,20,0.95,1,20,19,15,data/BS/n20/dod95/replica1.json
BS,bursty,stationary,20,0.95,2,20,19,41,data/BS/n20/dod95/replica2.json
BS,bursty,stationary,20,0.95,3,20,19,73,data/BS/n20/dod95/replica3.json
